Age,MonthlyIncome,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
29,2451.0,No,Travel_Rarely,598,Research & Development,9,3,Life Sciences,1558.0,3,Male,91,4,1,Research Scientist,3,Married,22376.0,6,No,18.0,3.0,1,2,5,2,2,1,0,0,0
33,6392.0,No,Travel_Rarely,1242,Sales,8,4,Life Sciences,1560.0,1,Male,46,3,2,Sales Executive,1,Married,10589.0,2,No,13.0,3.0,4,1,8,6,1,2,2,2,2
30,9714.0,Yes,Travel_Rarely,740,Sales,1,3,Life Sciences,1562.0,2,Male,64,2,2,Sales Executive,1,Married,5323.0,1,No,11.0,3.0,4,1,10,4,3,10,8,6,7
38,6077.0,No,Travel_Frequently,888,Human Resources,10,4,Human Resources,1563.0,3,Male,71,3,2,Human Resources,3,Married,14814.0,3,No,11.0,3.0,3,0,10,2,3,6,3,1,2
35,2450.0,No,Travel_Rarely,992,Research & Development,1,3,Medical,1564.0,4,Male,68,2,1,Laboratory Technician,1,Single,21731.0,1,No,19.0,3.0,2,0,3,3,3,3,0,1,2
30,9250.0,No,Travel_Rarely,1288,Sales,29,4,Technical Degree,1568.0,3,Male,33,3,3,Sales Executive,2,Married,17799.0,3,No,12.0,3.0,2,1,9,3,3,4,2,1,3
35,2074.0,Yes,Travel_Rarely,104,Research & Development,2,3,Life Sciences,1569.0,1,Female,69,3,1,Laboratory Technician,1,Divorced,26619.0,1,Yes,12.0,3.0,4,1,1,2,3,1,0,0,0
53,10169.0,Yes,Travel_Rarely,607,Research & Development,2,5,Technical Degree,1572.0,3,Female,78,2,3,Manufacturing Director,4,Married,14618.0,0,No,16.0,3.0,2,1,34,4,3,33,7,1,9
38,4855.0,Yes,Travel_Rarely,903,Research & Development,2,3,Medical,1573.0,3,Male,81,3,2,Manufacturing Director,2,Married,7653.0,4,No,11.0,3.0,1,2,7,2,3,5,2,1,4
32,4087.0,No,Non-Travel,1200,Research & Development,1,4,Technical Degree,1574.0,4,Male,62,3,2,Research Scientist,1,Married,25174.0,4,No,14.0,3.0,2,1,9,3,2,6,5,1,2
48,2367.0,No,Travel_Rarely,1108,Research & Development,15,4,Other,1576.0,3,Female,65,3,1,Research Scientist,1,Married,16530.0,8,No,12.0,3.0,4,1,10,3,2,8,2,7,6
34,2972.0,No,Travel_Rarely,479,Research & Development,7,4,Medical,1577.0,1,Male,35,3,1,Research Scientist,4,Single,22061.0,1,No,13.0,3.0,3,0,1,4,1,1,0,0,0
55,19586.0,No,Travel_Rarely,685,Sales,26,5,Marketing,1578.0,3,Male,60,2,5,Manager,4,Married,23037.0,1,No,21.0,4.0,3,1,36,3,3,36,6,2,13
34,5484.0,No,Travel_Rarely,1351,Research & Development,1,4,Life Sciences,1580.0,2,Male,45,3,2,Research Scientist,4,Married,13008.0,9,No,17.0,3.0,2,1,9,3,2,2,2,2,1
26,2061.0,No,Travel_Rarely,474,Research & Development,3,3,Life Sciences,1581.0,1,Female,89,3,1,Research Scientist,4,Married,11133.0,1,No,21.0,4.0,1,0,1,5,3,1,0,0,0
38,9924.0,No,Travel_Rarely,1245,Sales,14,3,Life Sciences,1582.0,3,Male,80,3,2,Sales Executive,2,Married,12355.0,0,No,11.0,3.0,4,1,10,3,3,9,8,7,7
38,4198.0,No,Travel_Rarely,437,Sales,16,3,Life Sciences,1583.0,2,Female,90,3,2,Sales Executive,2,Single,16379.0,2,No,12.0,3.0,2,0,8,5,4,3,2,1,2
36,6815.0,No,Travel_Rarely,884,Sales,1,4,Life Sciences,1585.0,2,Female,73,3,2,Sales Executive,3,Single,21447.0,6,No,13.0,3.0,1,0,15,5,3,1,0,0,0
29,4723.0,No,Travel_Rarely,1370,Research & Development,3,1,Medical,1586.0,2,Male,87,3,1,Laboratory Technician,1,Single,16213.0,1,Yes,18.0,3.0,4,0,10,3,3,10,9,1,5
35,6142.0,No,Travel_Rarely,670,Research & Development,10,4,Medical,1587.0,1,Female,51,3,2,Healthcare Representative,3,Single,4223.0,3,Yes,16.0,3.0,3,0,10,4,3,5,2,0,4
39,8237.0,No,Travel_Rarely,1462,Sales,6,3,Medical,1588.0,4,Male,38,4,3,Sales Executive,3,Married,4658.0,2,No,11.0,3.0,1,1,11,3,3,7,6,7,6
29,8853.0,No,Travel_Frequently,995,Research & Development,2,1,Life Sciences,1590.0,1,Male,87,3,2,Healthcare Representative,4,Divorced,24483.0,1,No,19.0,3.0,4,1,6,0,4,6,4,1,3
50,19331.0,No,Travel_Rarely,264,Sales,9,3,Marketing,1591.0,3,Male,59,3,5,Manager,3,Married,19519.0,4,Yes,16.0,3.0,3,1,27,2,3,1,0,0,0
23,2073.0,No,Travel_Rarely,977,Research & Development,10,3,Technical Degree,1592.0,4,Male,45,4,1,Research Scientist,3,Married,12826.0,2,No,16.0,3.0,4,1,4,2,3,2,2,2,2
36,5562.0,No,Travel_Frequently,1302,Research & Development,6,4,Life Sciences,1594.0,1,Male,80,4,2,Laboratory Technician,1,Married,19711.0,3,Yes,13.0,3.0,4,1,9,3,3,3,2,0,2
42,19613.0,No,Travel_Rarely,1059,Research & Development,9,2,Other,1595.0,4,Male,93,2,5,Manager,4,Single,26362.0,8,No,22.0,4.0,4,0,24,2,3,1,0,0,1
35,3407.0,No,Travel_Rarely,750,Research & Development,28,3,Life Sciences,1596.0,2,Male,46,4,2,Laboratory Technician,3,Married,25348.0,1,No,17.0,3.0,4,2,10,3,2,10,9,6,8
34,5063.0,No,Travel_Frequently,653,Research & Development,10,4,Technical Degree,1597.0,4,Male,92,2,2,Healthcare Representative,3,Married,15332.0,1,No,14.0,3.0,2,1,8,3,2,8,2,7,7
40,4639.0,No,Travel_Rarely,118,Sales,14,2,Life Sciences,1598.0,4,Female,84,3,2,Sales Executive,1,Married,11262.0,1,No,15.0,3.0,3,1,5,2,3,5,4,1,2
43,4876.0,No,Travel_Rarely,990,Research & Development,27,3,Technical Degree,1599.0,4,Male,87,4,1,Laboratory Technician,2,Divorced,5855.0,5,No,12.0,3.0,3,1,8,0,3,6,4,0,2
35,2690.0,No,Travel_Rarely,1349,Research & Development,7,2,Life Sciences,1601.0,3,Male,63,2,1,Laboratory Technician,4,Married,7713.0,1,No,18.0,3.0,4,1,1,5,2,1,0,0,1
46,17567.0,No,Travel_Rarely,563,Sales,1,4,Life Sciences,1602.0,4,Male,56,4,4,Manager,1,Single,3156.0,1,No,15.0,3.0,2,0,27,5,1,26,0,0,12
28,2408.0,Yes,Travel_Rarely,329,Research & Development,24,3,Medical,1604.0,3,Male,51,3,1,Laboratory Technician,2,Married,7324.0,1,Yes,17.0,3.0,3,3,1,3,3,1,1,0,0
22,2814.0,No,Non-Travel,457,Research & Development,26,2,Other,1605.0,2,Female,85,2,1,Research Scientist,3,Married,10293.0,1,Yes,14.0,3.0,2,0,4,2,2,4,2,1,3
50,11245.0,No,Travel_Frequently,1234,Research & Development,20,5,Medical,1606.0,2,Male,41,3,4,Healthcare Representative,3,Married,20689.0,2,Yes,15.0,3.0,3,1,32,3,3,30,8,12,13
32,3312.0,No,Travel_Rarely,634,Research & Development,5,4,Other,1607.0,2,Female,35,4,1,Research Scientist,4,Married,18783.0,3,No,17.0,3.0,4,2,6,3,3,3,2,0,2
44,19049.0,No,Travel_Rarely,1313,Research & Development,7,3,Medical,1608.0,2,Female,31,3,5,Research Director,4,Divorced,3549.0,0,Yes,14.0,3.0,4,1,23,4,2,22,7,1,10
30,2141.0,No,Travel_Rarely,241,Research & Development,7,3,Medical,1609.0,2,Male,48,2,1,Research Scientist,2,Married,5348.0,1,No,12.0,3.0,2,1,6,3,2,6,4,1,1
45,5769.0,No,Travel_Rarely,1015,Research & Development,5,5,Medical,1611.0,3,Female,50,1,2,Laboratory Technician,1,Single,23447.0,1,Yes,14.0,3.0,1,0,10,3,3,10,7,1,4
45,4385.0,No,Non-Travel,336,Sales,26,3,Marketing,1612.0,1,Male,52,2,2,Sales Executive,1,Married,24162.0,1,No,15.0,3.0,1,1,10,2,3,10,7,4,5
31,5332.0,No,Travel_Frequently,715,Sales,2,4,Other,1613.0,4,Male,54,3,2,Sales Executive,1,Single,21602.0,7,No,13.0,3.0,4,0,10,3,3,5,2,0,3
36,4663.0,No,Travel_Rarely,559,Research & Development,12,4,Life Sciences,1614.0,3,Female,76,3,2,Manufacturing Director,3,Married,12421.0,9,Yes,12.0,3.0,2,2,7,2,3,3,2,1,1
34,4724.0,No,Travel_Frequently,426,Research & Development,10,4,Life Sciences,1615.0,3,Male,42,4,2,Manufacturing Director,4,Divorced,17000.0,1,No,13.0,3.0,1,1,9,3,3,9,7,7,2
49,3211.0,No,Travel_Rarely,722,Research & Development,25,4,Life Sciences,1617.0,3,Female,84,3,1,Laboratory Technician,1,Married,22102.0,1,No,14.0,3.0,4,1,10,3,2,9,6,1,4
39,5377.0,No,Travel_Rarely,1387,Research & Development,10,5,Medical,1618.0,2,Male,76,3,2,Manufacturing Director,1,Married,3835.0,2,No,13.0,3.0,4,3,10,3,3,7,7,7,7
27,4066.0,No,Travel_Rarely,1302,Research & Development,19,3,Other,1619.0,4,Male,67,2,1,Laboratory Technician,1,Divorced,16290.0,1,No,11.0,3.0,1,2,7,3,3,7,7,0,7
35,5208.0,No,Travel_Rarely,819,Research & Development,18,5,Life Sciences,1621.0,2,Male,48,4,2,Research Scientist,1,Married,26312.0,1,No,11.0,3.0,4,0,16,2,3,16,15,1,10
28,4877.0,No,Travel_Rarely,580,Research & Development,27,3,Medical,1622.0,2,Female,39,1,2,Manufacturing Director,1,Divorced,20460.0,0,No,21.0,4.0,2,1,6,5,2,5,3,0,0
21,3117.0,No,Travel_Rarely,546,Research & Development,5,1,Medical,1623.0,3,Male,97,3,1,Research Scientist,4,Single,26009.0,1,No,18.0,3.0,3,0,3,2,3,2,2,2,2
18,1569.0,Yes,Travel_Frequently,544,Sales,3,2,Medical,1624.0,2,Female,70,3,1,Sales Representative,4,Single,18420.0,1,Yes,12.0,3.0,3,0,0,2,4,0,0,0,0
47,19658.0,No,Travel_Rarely,1176,Human Resources,26,4,Life Sciences,1625.0,4,Female,98,3,5,Manager,3,Married,5220.0,3,No,11.0,3.0,3,1,27,2,3,5,2,1,0
39,3069.0,No,Travel_Rarely,170,Research & Development,3,2,Medical,1627.0,3,Male,76,2,2,Laboratory Technician,3,Divorced,10302.0,0,No,15.0,3.0,4,1,11,3,3,10,8,0,7
40,10435.0,No,Travel_Rarely,884,Research & Development,15,3,Life Sciences,1628.0,1,Female,80,2,3,Manufacturing Director,3,Married,25800.0,1,No,13.0,3.0,4,2,18,2,3,18,15,14,12
35,4148.0,No,Non-Travel,208,Research & Development,8,4,Life Sciences,1630.0,3,Female,52,3,2,Healthcare Representative,3,Married,12250.0,1,No,12.0,3.0,4,1,15,5,3,14,11,2,9
37,5768.0,No,Travel_Rarely,671,Research & Development,19,3,Life Sciences,1631.0,3,Male,85,3,2,Manufacturing Director,3,Married,26493.0,3,No,17.0,3.0,1,3,9,2,2,4,3,0,2
39,5042.0,No,Travel_Frequently,711,Research & Development,4,3,Medical,1633.0,1,Female,81,3,2,Manufacturing Director,3,Single,3140.0,0,No,13.0,3.0,4,0,10,2,1,9,2,3,8
45,5770.0,No,Travel_Rarely,1329,Research & Development,2,2,Other,1635.0,4,Female,59,2,2,Manufacturing Director,4,Divorced,5388.0,1,No,19.0,3.0,1,2,10,3,3,10,7,3,9
38,7756.0,No,Travel_Rarely,397,Research & Development,2,2,Medical,1638.0,4,Female,54,2,3,Manufacturing Director,3,Married,14199.0,3,Yes,19.0,3.0,4,1,10,6,4,5,4,0,2
35,10306.0,Yes,Travel_Rarely,737,Sales,10,3,Medical,1639.0,4,Male,55,2,3,Sales Executive,1,Married,21530.0,9,No,17.0,3.0,3,0,15,3,3,13,12,6,0
37,3936.0,No,Travel_Rarely,1470,Research & Development,10,3,Medical,1640.0,2,Female,71,3,1,Research Scientist,2,Married,9953.0,1,No,11.0,3.0,1,1,8,2,1,8,4,7,7
40,7945.0,No,Travel_Rarely,448,Research & Development,16,3,Life Sciences,1641.0,3,Female,84,3,3,Manufacturing Director,4,Single,19948.0,6,Yes,15.0,3.0,4,0,18,2,2,4,2,3,3
44,5743.0,No,Travel_Frequently,602,Human Resources,1,5,Human Resources,1642.0,1,Male,37,3,2,Human Resources,4,Married,10503.0,4,Yes,11.0,3.0,3,0,14,3,3,10,7,0,2
48,15202.0,No,Travel_Frequently,365,Research & Development,4,5,Medical,1644.0,3,Male,89,2,4,Manager,4,Married,5602.0,2,No,25.0,4.0,2,1,23,3,3,2,2,2,2
35,5440.0,Yes,Travel_Rarely,763,Sales,15,2,Medical,1645.0,1,Male,59,1,2,Sales Executive,4,Divorced,22098.0,6,Yes,14.0,3.0,4,2,7,2,2,2,2,2,2
24,3760.0,No,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1646.0,1,Female,32,3,1,Research Scientist,4,Single,17218.0,1,Yes,13.0,3.0,3,0,6,2,3,6,3,1,3
27,3517.0,No,Travel_Rarely,486,Research & Development,8,3,Medical,1647.0,2,Female,86,4,1,Research Scientist,3,Married,22490.0,7,No,17.0,3.0,1,0,5,0,3,3,2,0,2
27,2580.0,No,Travel_Frequently,591,Research & Development,2,3,Medical,1648.0,4,Male,87,3,1,Research Scientist,4,Single,6297.0,2,No,13.0,3.0,3,0,6,0,2,4,2,1,2
40,2166.0,Yes,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1649.0,1,Male,73,3,1,Laboratory Technician,1,Single,3339.0,3,Yes,14.0,3.0,2,0,10,3,1,4,2,0,3
29,5869.0,No,Travel_Rarely,469,Sales,10,3,Medical,1650.0,3,Male,42,2,2,Sales Executive,3,Single,23413.0,9,No,11.0,3.0,3,0,8,2,3,5,2,1,4
36,8008.0,No,Travel_Rarely,711,Research & Development,5,4,Life Sciences,1651.0,2,Female,42,3,3,Healthcare Representative,1,Married,22792.0,4,No,12.0,3.0,3,2,9,6,3,3,2,0,2
25,5206.0,No,Travel_Frequently,772,Research & Development,2,1,Life Sciences,1653.0,4,Male,77,4,2,Manufacturing Director,3,Divorced,4973.0,1,No,17.0,3.0,3,2,7,6,3,7,7,0,7
39,5295.0,No,Travel_Rarely,492,Research & Development,12,3,Medical,1654.0,4,Male,66,3,2,Manufacturing Director,2,Married,7693.0,4,No,21.0,4.0,3,0,7,3,3,5,4,1,0
49,16413.0,No,Travel_Rarely,301,Research & Development,22,4,Other,1655.0,1,Female,72,3,4,Research Director,2,Married,3498.0,3,No,16.0,3.0,2,2,27,2,3,4,2,1,2
50,13269.0,No,Travel_Rarely,813,Research & Development,17,5,Life Sciences,1656.0,4,Female,50,2,3,Research Director,1,Divorced,21981.0,5,No,15.0,3.0,3,3,19,3,3,14,11,1,11
20,2783.0,No,Travel_Rarely,1141,Sales,2,3,Medical,1657.0,3,Female,31,3,1,Sales Representative,3,Single,13251.0,1,No,19.0,3.0,1,0,2,3,3,2,2,2,2
34,5433.0,No,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,1658.0,4,Female,66,3,2,Research Scientist,2,Divorced,19332.0,1,No,12.0,3.0,3,1,11,2,3,11,8,7,9
36,2013.0,No,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1659.0,1,Male,77,3,1,Laboratory Technician,2,Single,10950.0,2,No,11.0,3.0,3,0,15,4,3,4,3,1,3
49,13966.0,No,Travel_Rarely,465,Research & Development,6,1,Life Sciences,1661.0,3,Female,41,2,4,Healthcare Representative,3,Married,11652.0,2,Yes,19.0,3.0,2,1,30,3,3,15,11,2,12
36,4374.0,No,Non-Travel,894,Research & Development,1,4,Medical,1662.0,4,Female,33,2,2,Manufacturing Director,3,Married,15411.0,0,No,15.0,3.0,3,0,4,6,3,3,2,1,2
36,6842.0,No,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,1664.0,4,Male,79,4,2,Healthcare Representative,1,Divorced,26308.0,6,No,20.0,4.0,1,1,13,3,3,5,4,0,4
54,17426.0,No,Travel_Rarely,584,Research & Development,22,5,Medical,1665.0,2,Female,91,3,4,Manager,3,Married,18685.0,3,No,25.0,4.0,3,1,36,6,3,10,8,4,7
43,17603.0,No,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,1666.0,3,Male,65,2,4,Research Director,3,Married,3525.0,1,No,24.0,4.0,1,1,14,3,3,14,10,6,11
35,4581.0,Yes,Travel_Frequently,880,Sales,12,4,Other,1667.0,4,Male,36,3,2,Sales Executive,4,Single,10414.0,3,Yes,24.0,4.0,1,0,13,2,4,11,9,6,7
38,4735.0,No,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,1668.0,4,Male,90,3,2,Research Scientist,4,Married,9867.0,7,No,15.0,3.0,4,2,19,4,4,13,11,2,9
29,4187.0,No,Travel_Rarely,991,Sales,5,3,Medical,1669.0,1,Male,43,2,2,Sales Executive,2,Divorced,3356.0,1,Yes,13.0,3.0,2,1,10,3,2,10,0,0,9
33,5505.0,No,Travel_Rarely,392,Sales,2,4,Medical,1670.0,4,Male,93,3,2,Sales Executive,4,Divorced,3921.0,1,No,14.0,3.0,3,2,6,5,3,6,2,0,4
32,5470.0,No,Travel_Rarely,977,Research & Development,2,3,Medical,1671.0,4,Male,45,3,2,Research Scientist,2,Divorced,25518.0,0,No,13.0,3.0,3,2,10,4,2,9,5,1,6
31,5476.0,No,Travel_Rarely,1112,Sales,5,4,Life Sciences,1673.0,1,Female,67,3,2,Sales Executive,4,Married,22589.0,1,No,11.0,3.0,1,2,10,2,3,10,0,0,2
49,2587.0,No,Travel_Rarely,464,Research & Development,16,3,Medical,1674.0,4,Female,74,3,1,Laboratory Technician,1,Divorced,24941.0,4,Yes,16.0,3.0,2,1,17,2,2,2,2,2,2
38,2440.0,No,Travel_Frequently,148,Research & Development,2,3,Medical,1675.0,4,Female,42,2,1,Laboratory Technician,2,Single,23826.0,1,No,22.0,4.0,2,0,4,3,3,4,3,3,3
47,15972.0,No,Travel_Rarely,1225,Sales,2,4,Life Sciences,1676.0,2,Female,47,4,4,Manager,2,Divorced,21086.0,6,No,14.0,3.0,3,3,29,2,3,3,2,1,2
49,15379.0,No,Travel_Rarely,809,Research & Development,1,3,Life Sciences,1677.0,3,Male,36,3,4,Manager,3,Single,22384.0,4,No,14.0,3.0,1,0,23,2,3,8,7,0,0
41,7082.0,No,Travel_Rarely,1206,Sales,23,2,Life Sciences,1678.0,4,Male,80,3,3,Sales Executive,3,Single,11591.0,3,Yes,16.0,3.0,4,0,21,2,3,2,0,0,2
20,2728.0,No,Travel_Rarely,727,Sales,9,1,Life Sciences,1680.0,4,Male,54,3,1,Sales Representative,1,Single,21082.0,1,No,11.0,3.0,1,0,2,3,3,2,2,0,2
33,5368.0,No,Non-Travel,530,Sales,16,3,Life Sciences,1681.0,3,Female,36,3,2,Sales Executive,4,Divorced,16130.0,1,Yes,25.0,4.0,3,1,7,2,3,6,5,1,2
36,5347.0,No,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1682.0,1,Male,80,3,2,Healthcare Representative,3,Married,7419.0,6,No,14.0,3.0,2,2,10,2,2,3,2,0,2
44,3195.0,No,Travel_Rarely,528,Human Resources,1,3,Life Sciences,1683.0,3,Female,44,3,1,Human Resources,4,Divorced,4167.0,4,Yes,18.0,3.0,1,3,8,2,3,2,2,2,2
23,3989.0,Yes,Travel_Rarely,1320,Research & Development,8,1,Medical,1684.0,4,Male,93,2,1,Laboratory Technician,3,Single,20586.0,1,Yes,11.0,3.0,1,0,5,2,3,5,4,1,2
38,3306.0,No,Travel_Rarely,1495,Research & Development,4,2,Medical,1687.0,4,Female,87,3,1,Laboratory Technician,3,Married,26176.0,7,No,19.0,3.0,4,1,7,5,2,0,0,0,0
53,7005.0,No,Travel_Rarely,1395,Research & Development,24,4,Medical,1689.0,2,Male,48,4,3,Healthcare Representative,4,Married,3458.0,3,No,15.0,3.0,3,0,11,2,3,4,3,1,2
48,2655.0,Yes,Travel_Frequently,708,Sales,7,2,Medical,1691.0,4,Female,95,3,1,Sales Representative,3,Married,11740.0,2,Yes,11.0,3.0,3,2,19,3,3,9,7,7,7
32,1393.0,Yes,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,1692.0,4,Male,95,3,1,Laboratory Technician,2,Single,24852.0,1,No,12.0,3.0,1,0,1,2,3,1,0,0,0
26,2570.0,No,Non-Travel,786,Research & Development,7,3,Medical,1693.0,4,Male,76,3,1,Laboratory Technician,4,Single,11925.0,1,No,20.0,4.0,3,0,7,5,3,7,7,5,7
55,3537.0,No,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1694.0,1,Male,94,2,1,Research Scientist,2,Divorced,23737.0,5,No,12.0,3.0,4,1,8,1,3,4,2,1,2
34,3986.0,No,Travel_Rarely,1157,Research & Development,5,2,Medical,1696.0,2,Male,57,2,2,Laboratory Technician,4,Married,11912.0,1,No,14.0,3.0,3,1,15,3,4,15,10,4,13
60,10883.0,No,Travel_Rarely,370,Research & Development,1,4,Medical,1697.0,3,Male,92,1,3,Healthcare Representative,4,Divorced,20467.0,3,No,20.0,4.0,3,1,19,2,4,1,0,0,0
33,2028.0,No,Travel_Rarely,267,Research & Development,21,3,Medical,1698.0,2,Male,79,4,1,Laboratory Technician,2,Married,13637.0,1,No,18.0,3.0,4,3,14,6,3,14,11,2,13
37,9525.0,No,Travel_Frequently,1278,Sales,1,4,Medical,1700.0,3,Male,31,1,2,Sales Executive,4,Divorced,7677.0,1,No,14.0,3.0,3,2,6,2,2,6,3,1,3
34,2929.0,No,Travel_Rarely,678,Research & Development,19,3,Life Sciences,1701.0,2,Female,35,2,1,Research Scientist,4,Married,20338.0,1,No,12.0,3.0,2,0,10,3,3,10,9,8,7
23,2275.0,Yes,Travel_Rarely,427,Sales,7,3,Life Sciences,1702.0,3,Male,99,3,1,Sales Representative,4,Divorced,25103.0,1,Yes,21.0,4.0,2,1,3,2,3,3,2,0,2
44,7879.0,No,Travel_Rarely,921,Research & Development,2,3,Life Sciences,1703.0,3,Female,96,4,3,Healthcare Representative,4,Married,14810.0,1,Yes,19.0,3.0,2,1,9,2,3,8,7,6,7
35,4930.0,No,Travel_Frequently,146,Research & Development,2,4,Medical,1704.0,1,Male,79,2,1,Research Scientist,4,Single,13970.0,0,Yes,14.0,3.0,3,0,6,2,4,5,4,1,4
43,7847.0,No,Travel_Rarely,1179,Sales,2,3,Medical,1706.0,4,Male,73,3,2,Sales Executive,4,Married,6069.0,1,Yes,17.0,3.0,1,1,10,3,3,10,9,8,8
24,4401.0,No,Travel_Rarely,581,Research & Development,9,3,Medical,1707.0,3,Male,62,4,1,Research Scientist,3,Married,17616.0,1,No,16.0,3.0,4,1,5,1,3,5,3,0,4
41,9241.0,No,Travel_Rarely,918,Sales,6,3,Marketing,1708.0,4,Male,35,3,3,Sales Executive,3,Single,15869.0,1,No,12.0,3.0,2,0,10,3,3,10,8,8,7
29,2974.0,No,Travel_Rarely,1082,Research & Development,9,4,Medical,1709.0,4,Female,43,3,1,Laboratory Technician,3,Married,25412.0,9,No,17.0,3.0,3,1,9,2,3,5,3,1,2
36,4502.0,No,Travel_Rarely,530,Sales,2,4,Life Sciences,1710.0,3,Female,51,3,2,Sales Representative,4,Single,7439.0,3,No,15.0,3.0,3,0,17,2,2,13,7,6,7
45,10748.0,No,Non-Travel,1238,Research & Development,1,1,Life Sciences,1712.0,3,Male,74,2,3,Healthcare Representative,3,Married,3395.0,3,No,23.0,4.0,4,1,25,3,2,23,15,14,4
24,1555.0,Yes,Travel_Rarely,240,Human Resources,22,1,Human Resources,1714.0,4,Male,58,1,1,Human Resources,3,Married,11585.0,1,No,11.0,3.0,3,1,1,2,3,1,0,0,0
47,12936.0,Yes,Travel_Frequently,1093,Sales,9,3,Life Sciences,1716.0,3,Male,82,1,4,Sales Executive,3,Married,24164.0,7,No,11.0,3.0,3,0,25,3,1,23,5,14,10
26,2305.0,No,Travel_Rarely,390,Research & Development,17,4,Medical,1718.0,4,Male,62,1,1,Laboratory Technician,3,Married,6217.0,1,No,15.0,3.0,3,3,3,3,4,3,2,0,2
45,16704.0,No,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,1719.0,4,Female,48,2,4,Research Director,2,Single,17119.0,1,No,11.0,3.0,3,0,21,2,3,21,6,8,6
32,3433.0,No,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1720.0,1,Male,56,3,1,Research Scientist,3,Married,17360.0,6,No,13.0,3.0,1,1,10,3,2,5,2,1,3
31,3477.0,No,Travel_Rarely,741,Research & Development,2,4,Life Sciences,1721.0,2,Male,69,3,1,Laboratory Technician,3,Married,18103.0,1,No,14.0,3.0,4,1,6,2,4,5,2,0,3
41,6430.0,No,Non-Travel,552,Human Resources,4,3,Human Resources,1722.0,3,Male,60,1,2,Human Resources,2,Married,20794.0,6,No,19.0,3.0,2,1,10,4,3,3,2,1,2
40,6516.0,No,Travel_Rarely,369,Research & Development,8,2,Life Sciences,1724.0,2,Female,92,3,2,Manufacturing Director,1,Married,5041.0,2,Yes,16.0,3.0,2,1,18,3,3,1,0,0,0
24,3907.0,No,Travel_Rarely,506,Research & Development,29,1,Medical,1725.0,2,Male,91,3,1,Laboratory Technician,1,Divorced,3622.0,1,No,13.0,3.0,2,3,6,2,4,6,2,1,2
46,5562.0,No,Travel_Rarely,717,Research & Development,13,4,Life Sciences,1727.0,3,Male,34,3,2,Healthcare Representative,2,Single,9697.0,6,No,14.0,3.0,4,0,19,3,3,10,7,0,9
35,6883.0,No,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,1728.0,4,Male,49,3,2,Manufacturing Director,3,Married,5151.0,2,No,16.0,3.0,2,1,17,3,3,7,7,0,7
30,2862.0,No,Travel_Rarely,793,Research & Development,16,1,Life Sciences,1729.0,2,Male,33,3,1,Research Scientist,4,Married,3811.0,1,No,12.0,3.0,2,1,10,2,2,10,0,0,8
47,4978.0,No,Non-Travel,543,Sales,2,4,Marketing,1731.0,3,Male,87,3,2,Sales Executive,2,Married,3536.0,7,No,11.0,3.0,4,1,4,3,1,1,0,0,0
46,10368.0,No,Travel_Rarely,1277,Sales,2,3,Life Sciences,1732.0,3,Male,74,3,3,Sales Executive,4,Divorced,5596.0,4,Yes,12.0,3.0,2,1,13,5,2,10,6,0,3
36,6134.0,Yes,Travel_Rarely,1456,Sales,13,5,Marketing,1733.0,2,Male,96,2,2,Sales Executive,1,Divorced,8658.0,5,Yes,13.0,3.0,2,3,16,3,3,2,2,2,2
32,6735.0,Yes,Travel_Rarely,964,Sales,1,2,Life Sciences,1734.0,1,Male,34,1,2,Sales Executive,2,Single,12147.0,6,No,15.0,3.0,2,0,10,2,3,0,0,0,0
23,3295.0,No,Travel_Rarely,160,Research & Development,4,1,Medical,1735.0,3,Female,51,3,1,Laboratory Technician,2,Single,12862.0,1,No,13.0,3.0,3,0,3,3,1,3,2,1,2
31,5238.0,No,Travel_Frequently,163,Research & Development,24,1,Technical Degree,1736.0,4,Female,30,3,2,Manufacturing Director,4,Single,6670.0,2,No,20.0,4.0,4,0,9,3,2,5,4,1,4
39,6472.0,No,Non-Travel,792,Research & Development,1,3,Life Sciences,1737.0,4,Male,77,3,2,Laboratory Technician,4,Married,8989.0,1,Yes,15.0,3.0,4,1,9,2,3,9,8,5,8
